"","surveys","variable","bvar_int_slp","wvar_int_slp","evar_int_slp","label"
"544","ukhls","ahvwell",0.616805045407075,0.0481960665007197,0.334998888092206,"Importance Of Doing Well In Quals"
"545","ukhls","apvocimp",0.610861055944921,0.135474375888951,0.253664568166128,"Importance Of Apprenticeship/Vocational"
"546","ukhls","carbuy1",0.510063982101463,0.12473060588746,0.365205412011077,"Comfort"
"547","ukhls","carbuy10",0.50463233917496,0.150991979322416,0.344375681502624,"Safety"
"548","ukhls","carbuy11",0.591896475200513,0.143548469788404,0.264555055011084,"Speed/Performance"
"549","ukhls","carbuy12",0.559597616738166,0.0780270420952148,0.362375341166619,"Features - Sat-Nav, Cd Player, Music System, Power Steering Etc..."
"550","ukhls","carbuy2",0.469809776447656,0.100621001742079,0.429569221810265,"Costs - Purchase/Running/Resale Value/Tax/Insurance"
"551","ukhls","carbuy3",0.571034140661552,0.132482044864329,0.296483814474119,"Small Engine"
"552","ukhls","carbuy4",0.546020465305491,0.149960334048407,0.304019200646103,"Large Engine"
"553","ukhls","carbuy5",0.558528844220081,0.155142887445365,0.286328268334554,"Environmentally Friendly/Low Co2 Emissions"
"554","ukhls","carbuy6",0.337971559301669,0.113352596517922,0.54867584418041,"Electric Car/Van - One That's Plugged Directly Into An Electricity Supply"
"555","ukhls","carbuy7",0.588598666253401,0.116876655864538,0.294524677882062,"Style/Design/Image Of Brand/Model"
"556","ukhls","carbuy8",0.522403048174862,0.153802555906927,0.323794395918211,"Interior Space/Functionality/Boot Size"
"557","ukhls","carbuy9",0.43705382833124,0.0899918373780158,0.472954334290744,"Reliability"
"558","ukhls","civicduty",0.733749231472622,0.0246641070102996,0.241586661517078,"Sense Of Civic Duty"
"559","ukhls","colbens1",0.750600638201336,0.131021795933669,0.118377565864996,"Party Sympathy: Conservative"
"560","ukhls","colbens2",0.742481880491068,0.127587052815419,0.129931066693513,"Party Sympathy: Labour"
"561","ukhls","colbens3",0.679653403588188,0.142662631317614,0.177683965094198,"Party Sympathy: Liberal Democrats"
"562","ukhls","demorient",0.623879940165555,0.172059482608663,0.204060577225782,"Democratic Orientation"
"563","ukhls","eumem",0.850351531931007,0.118501109026991,0.0311473590420022,"Should Uk Remain A Member Of The Eu"
"564","ukhls","ocimpa",0.622670704643336,0.036081713926775,0.341247581429889,"Occupation: Important: Job Security"
"565","ukhls","ocimpb",0.686119282336012,0.0565652804569981,0.25731543720699,"Occupation: Important: High Income"
"566","ukhls","ocimpe",0.61494375879742,0.00456651254082452,0.380489728661755,"Occupation: Important: Lot Leisure Time"
"567","ukhls","ocimpf",0.626684815907047,0.000126078896214743,0.373189105196739,"Occupation: Important: Interesting Job"
"568","ukhls","ocimpi",0.688483251022919,0.0409040090068872,0.270612739970194,"Occupation: Important: Contribute To Soc."
"569","ukhls","ocimpk",0.624982948072047,0.0317580955407611,0.343258956387192,"Occupation: Important: Time For Family"
"570","ukhls","ocimpl",0.706026238759676,0.0597488102583532,0.234224950981971,"Occupation: Important: Job Help Others"
"571","ukhls","oprlg",0.81137741621387,0.100508482663459,0.0881141011226713,"Whether Belong To A Religion"
"572","ukhls","oprlg1_1",0.885741247573084,0.00967343336659199,0.104585319060324,"Religion: Church Of England/Anglican"
"573","ukhls","oprlg1_11",0.984935854063091,0.00720923354012915,0.0078549123967796,"Religion: Muslim/Islam"
"574","ukhls","oprlg1_2",0.9497799339746,9.44999778429434e-09,0.0502200565754025,"Religion: Roman Catholic"
"575","ukhls","oprlg3",0.8365996541946,0.0606937348918615,0.102706610913539,"Religion Makes A Difference To Life"
"576","ukhls","scenv_ftst",0.612796772825803,0.166982846282543,0.220220380891654,"How Feel About Current Lifestyle And The Environment"
"577","ukhls","scenv_grn",0.645251516497341,0.00160853033048858,0.353139953172171,"Being Green Is An Alternative Lifestyle"
"578","ukhls","scfannoy",0.59543810861165,0.0961705669711422,0.308391324417208,"Friends Get On My Nerves"
"579","ukhls","scfcritic",0.612564683146905,0.00639427094090816,0.381041045912187,"Friends Criticise Me"
"580","ukhls","scopecl200",0.522328689780508,0.0315826255792201,0.446088684640272,"Affected By Climate Change Next 200 Years"
"581","ukhls","scopecl30",0.577425863138183,0.021128776299791,0.401445360562026,"Affected By Climate Change Next 30 Years"
"582","ukhls","scopfamb",0.718774544519986,0.050459899075215,0.230765556404799,"Family Suffers If Mother Works Full-Time"
"583","ukhls","scopfamd",0.611545601010446,0.0167967981839233,0.37165760080563,"Husband And Wife Should Contribute To Hh Income"
"584","ukhls","scopfamf",0.713134766845595,0.019083265943151,0.267781967211254,"Husband Should Earn, Wife Should Stay At Home"
"585","ukhls","scopngbha",0.637650697569934,0.14567003251204,0.216679269918026,"Belong To Neighbourhood"
"586","ukhls","scopngbhb",0.647134597385853,0.127784322656105,0.225081079958042,"Local Friends Mean A Lot"
"587","ukhls","scopngbhc",0.633849645407013,0.139197998325212,0.226952356267775,"Advice Obtainable Locally"
"588","ukhls","scopngbhd",0.627178807742202,0.129855132406054,0.242966059851744,"Can Borrow Things From Neighbours"
"589","ukhls","scopngbhe",0.568746760412082,0.0706726041696362,0.360580635418282,"Willing To Improve Neighbourhood"
"590","ukhls","scopngbhf",0.601720287799922,0.153449612066043,0.244830100134034,"Plan To Stay In Neighbourhood"
"591","ukhls","scopngbhg",0.62510534976757,0.146921881274321,0.227972768958109,"Am Similar To Others In Neighbourhood"
"592","ukhls","scopngbhh",0.654420113824309,0.139559193855376,0.206020692320315,"Talk Regularly To Neighbours"
"593","ukhls","scpundstnd",0.6542331083086,0.0630822086495311,0.282684683041869,"Spouse/Partner Understands Way I Feel"
"594","ukhls","scrannoy",0.632946449968112,0.160623977965759,0.20642957206613,"Family Gets On My Nerves"
"595","ukhls","scrcritic",0.626332003184121,0.03546851861001,0.338199478205869,"Family Criticises Me"
"596","ukhls","scrletdwn",0.589128690875283,0.153925767526757,0.25694554159796,"Family Lets Me Down"
"597","ukhls","scrrely",0.634286884588954,0.143835471734611,0.221877643676435,"Can Rely On Family"
"598","ukhls","vote1",0.572920612402197,0.0837144197873162,0.343364967810487,"Supports A Particular Political Party"
"599","ukhls","vote2",0.509175819932218,0.0921846395969743,0.398639540470807,"Closer To One Political Party Than Others"
"600","ukhls","vote3_1",0.525385748177454,0.131245465498673,0.343368786323873,"Party Support: Conservatives"
"601","ukhls","vote3_2",0.547368882702063,0.0881877740702189,0.364443343227718,"Party Support: Labour"
"602","ukhls","vote3_3",0.480398134731811,0.133649520264604,0.385952345003586,"Party Support: Liberal Democrat"
"603","ukhls","vote4_1",0.880877337850245,0.046808029029959,0.0723146331197958,"Party Affinity: Conservatives"
"604","ukhls","vote4_2",0.861821434567865,0.0529369188435255,0.0852416465886096,"Party Affinity: Labour"
"605","ukhls","vote4_3",0.726457997668868,0.0979099690150023,0.17563203331613,"Party Affinity: Liberal Democrat"
"606","ukhls","vote5",0.568748781385285,0.0768406512847668,0.354410567329948,"Strength Of Support For Stated Party"
"607","ukhls","vote6",0.729305585535835,0.0425081608167803,0.228186253647385,"Level Of Interest In Politics"
"608","ukhls","voteintent",0.758541638753188,0.0445904260185297,0.196867935228282,"Voting Intention"
"609","ukhls","votenorm",0.561294605068452,0.0170879421994113,0.421617452732137,"Voting As A Social Norm"
